"ranking","problema","descricao","desenvolvimento","arquivo_fonte","nota_dor_financeira","ponderada_dor_financeira","nota_gambiarras","ponderada_gambiarras","nota_frequencia","ponderada_frequencia","nota_urgencia","ponderada_urgencia","nota_dor_tempo","ponderada_dor_tempo","nota_risco","ponderada_risco","nota_frustracao","ponderada_frustracao","nota_consequencia_erro","ponderada_consequencia_erro","nota_observabilidade","ponderada_observabilidade","nota_clareza_persona","ponderada_clareza_persona","nota_tam","ponderada_tam","nota_crescimento","ponderada_crescimento","nota_monopolio_local","ponderada_monopolio_local","nota_amplitude","ponderada_amplitude","nota_escala_nao_linear","ponderada_escala_nao_linear","nota_ticket","ponderada_ticket","nota_expansao","ponderada_expansao","nota_penetracao_digital","ponderada_penetracao_digital","nota_internacionalizacao","ponderada_internacionalizacao","nota_dep_infraestrutura","ponderada_dep_infraestrutura","nota_timing_tech","ponderada_timing_tech","nota_timing_regulatorio","ponderada_timing_regulatorio","nota_mudanca_comportamental","ponderada_mudanca_comportamental","nota_pressao_macro","ponderada_pressao_macro","nota_janela","ponderada_janela","nota_acesso_usuarios","ponderada_acesso_usuarios","nota_velocidade_validacao","ponderada_velocidade_validacao","nota_facilidade_mvp","ponderada_facilidade_mvp","nota_mudanca_habito","ponderada_mudanca_habito","nota_dados_disponiveis","ponderada_dados_disponiveis","nota_aha_moment","ponderada_aha_moment","nota_multiplos_lados","ponderada_multiplos_lados","nota_feedback","ponderada_feedback","nota_wtp","ponderada_wtp","nota_clareza_pagador","ponderada_clareza_pagador","nota_orcamento","ponderada_orcamento","nota_ciclo_vendas","ponderada_ciclo_vendas","nota_recorrencia","ponderada_recorrencia","nota_poder_preco","ponderada_poder_preco","nota_cac","ponderada_cac","nota_ausencia_monopolios","ponderada_ausencia_monopolios","nota_efeito_rede","ponderada_efeito_rede","nota_switching_cost","ponderada_switching_cost","nota_dados_proprietarios","ponderada_dados_proprietarios","nota_diferenciacao_10x","ponderada_diferenciacao_10x","nota_fragmentacao","ponderada_fragmentacao","nota_tarpit","ponderada_tarpit","nota_risco_legal","ponderada_risco_legal","nota_platform_risk","ponderada_platform_risk","nota_alinhamento_ods","ponderada_alinhamento_ods","subtotal_1_dor_comportamento","pct_1_dor_comportamento","subtotal_2_mercado_escala","pct_2_mercado_escala","subtotal_3_timing","pct_3_timing","subtotal_4_validacao_lean","pct_4_validacao_lean","subtotal_5_monetizacao","pct_5_monetizacao","subtotal_6_defensibilidade","pct_6_defensibilidade","subtotal_7_riscos_fatais","pct_7_riscos_fatais","total_geral","max_total","pct_total"
"23","O Custo Oculto da Terceirização da Saúde Mental Corporativa","Empresas dão assinaturas de apps de terapia genéricos para limpar a própria culpa por culturas de metas tóxicas; a ferramenta não diminui o burnout porque o problema é ambiental.","A terapia isolada não resolve um modelo de negócios moedor de carne. Oportunidade: healthtechs de auditoria organizacional, agindo sobre o Redesign dos processos internos da empresa para limitar horas, e-mails e pressão (Saúde Mental by Design).","100_novos_problemas_fase_3.csv","6","30","5","25","5","25","6","24","6","24","8","32","6","24","5","20","5","15","6","18","8","40","8","40","5","20","5","15","9","36","6","18","6","18","6","18","5","10","6","12","9","45","6","30","6","24","6","24","8","32","7","35","5","25","5","20","6","24","6","18","5","15","6","18","6","18","7","35","6","30","6","24","6","18","6","18","6","18","5","15","6","24","6","24","4","16","5","15","7","21","6","12","5","25","3","12","6","24","8","24","237","57.8","227","66.8","155","70.5","173","57.7","158","60.8","112","56.0","85","53.1","1147","1890","60.7"
"24","O Choque entre Agentes de IA e o Labirinto do Licenciamento Ambiental","IAs são usadas para desenhar plantas de usinas solares em segundos, mas esbarram na lentidão extrema de órgãos como o IBAMA, cujos processos analógicos e manuais travam a transição verde por anos.","A máquina voa, a burocracia estatal brasileira arrasta; o capital foge do país pela fricção documental. Oportunidade: LawTechs e GovTechs criando 'Smart Environmental Contracts', onde laudos topográficos de drones são pré-auditados por LLMs estatais homologados, reduzindo aprovações de anos para semanas.","100_novos_problemas_fase_5.csv","6","30","6","30","5","25","5","20","9","36","7","28","5","20","5","20","6","18","7","21","8","40","10","50","6","24","5","15","8","32","6","18","6","18","5","15","4","8","3","6","10","50","8","40","6","24","7","28","8","32","6","30","4","20","3","12","6","24","6","18","5","15","6","18","6","18","5","25","6","30","6","24","2","6","6","18","5","15","5","15","7","28","5","20","5","20","5","15","9","27","6","12","5","25","4","16","6","24","8","24","248","60.5","226","66.5","174","79.1","155","51.7","133","51.2","122","61.0","89","55.6","1147","1890","60.7"
"25","Crédito Punitivo Bloqueando Imigrantes e Profissionais Livres","Fintechs se apoiam em histórico de crédito formal nacional. Trabalhadores nômades, imigrantes e freelancers do gig economy ficam sem acesso a taxas de hipoteca dignas.","Eles têm fluxo de caixa vivo, mas a burocracia do sistema os classifica como invisíveis de alto risco. Oportunidade: ferramentas Open Finance que leem a reputação do sujeito em múltiplas plataformas web e seu histórico on-chain de stablecoins para formar um novo ""Score Universal"".","100_novos_problemas_fase_2.csv","5","25","6","30","6","30","5","20","6","24","6","24","6","24","5","20","7","21","9","27","8","40","7","35","6","24","7","21","9","36","5","15","6","18","5","15","6","12","6","12","6","30","5","25","9","36","6","24","7","28","6","30","5","25","6","24","6","24","5","15","5","15","6","18","6","18","6","30","6","30","6","24","5","15","8","24","5","15","5","15","7","28","6","24","5","20","6","18","7","21","6","12","6","30","3","12","7","28","5","15","245","59.8","228","67.1","143","65.0","169","56.3","153","58.8","123","61.5","85","53.1","1146","1890","60.6"
"26","A Obsolescência Silenciosa do Software Legado Empresarial (""Boring Tech"")","Trilhões de dólares giram em hospitais e portos em sistemas COBOL de 1990. Eles não podem ser desligados, mas ninguém mais sabe consertá-los.","Uma falha no software legado paralisa os aviões ou os pagamentos. Oportunidade: LLMs hiper-treinados em linguagens mortas (Legacy Code) usados para reescrever e traduzir organicamente bancos de dados velhos para arquiteturas modernas na nuvem em semanas.","100_novos_problemas_fase_2.csv","6","30","6","30","5","25","5","20","6","24","5","20","5","20","5","20","6","18","6","18","8","40","9","45","6","24","5","15","10","40","6","18","6","18","6","18","5","10","6","12","9","45","5","25","6","24","6","24","8","32","6","30","6","30","7","28","6","24","6","18","5","15","6","18","6","18","6","30","6","30","5","20","5","15","8","24","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","5","25","4","16","7","28","5","15","225","54.9","240","70.6","150","68.2","181","60.3","149","57.3","116","58.0","84","52.5","1145","1890","60.6"
"27","Estrangulamento Hidrológico da Matriz Energética","Sistemas dependentes de hidrelétricas entram em colapso devido a secas severas e mudanças no regime de chuvas.","Anos de ""La Niña"" ou secas regionais forçam o acionamento de térmicas caras, gerando inflação em cascata. Oportunidade: plataformas de simulação hidrológica avançada e integração rápida de fontes biomássicas e baterias de grid-scale para suprir janelas de seca.","100_novos_problemas_sociedade_aprofundados.csv","6","30","5","25","5","25","7","28","6","24","8","32","5","20","6","24","6","18","6","18","9","45","8","40","6","24","5","15","6","24","6","18","6","18","5","15","5","10","4","8","6","30","7","35","6","24","10","40","7","28","6","30","4","20","4","16","6","24","5","15","5","15","6","18","6","18","5","25","6","30","6","24","4","12","6","18","5","15","5","15","7","28","6","24","5","20","5","15","7","21","6","12","6","30","6","24","7","28","10","30","244","59.5","217","63.8","157","71.4","156","52.0","139","53.5","120","60.0","112","70.0","1145","1890","60.6"
"28","O Caos do Licenciamento e Compliance para o Solopreneur Global","O empreendedor de uma pessoa só (que usa Agentes) não tem estrutura contábil para entender o IVA europeu, a LGPD e o IRS americano ao vender um app.","A burocracia trata cada desenvolvedor como se fosse a Microsoft. Oportunidade: Contabilidade AI-Native (Accounting-as-a-Service), que abre firmas automaticamente em jurisdições de impostos ótimos e recolhe frações de taxas automaticamente via contratos inteligentes.","100_novos_problemas_fase_2.csv","6","30","6","30","5","25","5","20","8","32","6","24","6","24","5","20","6","18","6","18","6","30","8","40","6","24","5","15","8","32","6","18","6","18","6","18","6","12","6","12","9","45","8","40","6","24","6","24","8","32","6","30","5","25","7","28","6","24","5","15","5","15","6","18","6","18","6","30","6","30","6","24","3","9","6","18","6","18","5","15","6","24","5","20","5","20","5","15","9","27","6","12","5","25","4","16","7","28","5","15","241","58.8","219","64.4","165","75.0","173","57.7","144","55.4","118","59.0","84","52.5","1144","1890","60.5"
"29","A Falsa Personalização dos Modelos D2C Corporativos no Setor Capilar","A indústria cosmética vendeu que xampus e cremes eram 'únicos por IA', mas envia a mesma mistura química barata usando rótulos diferentes atrelados a quizzes bobos de marketing.","O consumidor detectou a farsa do questionário da saúde cosmética e boicota essas empresas buscando fórmulas rústicas extremas. Oportunidade: laboratórios de quiosque físicos, onde minidispensers farmacêuticos produzem de fato polímeros cruzados personalizados in-loco (Farmácia Galênica Autônoma de Ponta) mediante biometria capilar em scanners de luz.","100_novos_problemas_fase_3.csv","5","25","5","25","5","25","5","20","5","20","7","28","6","24","5","20","7","21","9","27","9","45","8","40","6","24","5","15","8","32","6","18","5","15","6","18","5","10","5","10","10","50","5","25","6","24","6","24","8","32","6","30","5","25","4","16","6","24","6","18","5","15","6","18","6","18","7","35","6","30","6","24","5","15","6","18","7","21","5","15","7","28","5","20","5","20","5","15","7","21","6","12","5","25","3","12","7","28","8","24","235","57.3","227","66.8","155","70.5","164","54.7","158","60.8","116","58.0","89","55.6","1144","1890","60.5"
"30","Caos de Compliance na Balcanização Regulatória","Corporações enfrentam um pesadelo legal para cumprir regras divergentes de dados, clima e comércio na UE, EUA e Ásia.","A fratura da globalização gerou legislações conflitantes (ex: regulação de IA na Europa vs EUA), tornando a expansão internacional proibitiva. Oportunidade: agentes de IA jurídica especializados em compliance cross-border dinâmico, adaptando operações em tempo real.","100_novos_problemas_sociedade_aprofundados.csv","5","25","5","25","5","25","5","20","8","32","6","24","5","20","5","20","6","18","6","18","6","30","8","40","6","24","5","15","8","32","6","18","6","18","6","18","6","12","5","10","9","45","8","40","6","24","6","24","8","32","6","30","4","20","6","24","6","24","6","18","5","15","6","18","6","18","6","30","6","30","6","24","3","9","6","18","6","18","5","15","7","28","5","20","5","20","5","15","9","27","6","12","7","35","5","20","7","28","6","18","227","55.4","217","63.8","165","75.0","167","55.7","144","55.4","122","61.0","101","63.1","1143","1890","60.5"
"31","Descompasso entre zoneamento de risco climático e crédito rural","Ferramentas técnicas existem, mas nem sempre são incorporadas aos critérios de financiamento e seguro agrícola.","Embora zoneamentos climáticos e modelos preditivos estejam disponíveis, parte das decisões de crédito e subsídio ainda segue lógica política ou histórica; produtores são estimulados a plantar em áreas de maior risco, aumentando a probabilidade de sinistros elevados e de colapso dos próprios programas de apoio público.","100-200 oportunidades_problemas.csv","6","30","5","25","5","25","6","24","5","20","5","20","5","20","6","24","6","18","6","18","10","50","9","45","6","24","5","15","10","40","6","18","6","18","4","12","5","10","4","8","9","45","5","25","6","24","6","24","7","28","6","30","5","25","6","24","6","24","6","18","5","15","6","18","6","18","7","35","5","25","6","24","5","15","8","24","5","15","5","15","7","28","5","20","5","20","5","15","6","18","6","12","5","25","4","16","8","32","7","21","224","54.6","240","70.6","146","66.4","172","57.3","153","58.8","113","56.5","94","58.8","1142","1890","60.4"
"32","Síndrome de Burnout na Geração Sanduíche","Adultos de meia-idade esgotam-se fisicamente e financeiramente tentando cuidar dos filhos e dos pais envelhecidos simultaneamente.","A pressão leva à evasão feminina do mercado de trabalho de ponta, destruindo o ganho de paridade de gênero de décadas. Oportunidade: benefícios corporativos (B2B) de assistência familiar integrada, incluindo creches e care-centers seniores na mesma infraestrutura empresarial.","100_novos_problemas_sociedade_aprofundados.csv","6","30","5","25","6","30","6","24","5","20","7","28","6","24","5","20","6","18","7","21","8","40","8","40","6","24","6","18","7","28","8","24","6","18","5","15","5","10","2","4","6","30","6","30","8","32","7","28","7","28","7","35","5","25","2","8","6","24","5","15","5","15","6","18","6","18","6","30","7","35","6","24","5","15","6","18","5","15","5","15","7","28","5","20","5","20","5","15","7","21","6","12","7","35","5","20","7","28","8","24","240","58.5","221","65.0","148","67.3","158","52.7","152","58.5","116","58.0","107","66.9","1142","1890","60.4"
"33","Estresse hídrico crônico em megacidades","Grandes centros urbanos em regiões áridas ou semiáridas enfrentam risco recorrente de racionamento de água potável.","Décadas de urbanização acelerada sem expansão proporcional de reservatórios, perdas elevadas na distribuição e aumento de ondas de calor ligadas ao aquecimento global fazem a demanda crescer mais rápido que a reposição dos mananciais, transformando a água em vetor estrutural de insegurança.","100-200 oportunidades_problemas.csv","6","30","5","25","6","30","6","24","5","20","8","32","5","20","5","20","6","18","6","18","9","45","10","50","6","24","6","18","6","24","6","18","6","18","5","15","6","12","3","6","6","30","7","35","6","24","9","36","6","24","6","30","4","20","3","12","6","24","5","15","6","18","6","18","6","18","5","25","6","30","6","24","5","15","6","18","6","18","5","15","7","28","5","20","5","20","5","15","6","18","6","12","6","30","6","24","7","28","10","30","237","57.8","230","67.6","149","67.7","155","51.7","145","55.8","113","56.5","112","70.0","1141","1890","60.4"
"34","Viés Etarista Massivo nas IAs de Recrutamento Corporativo","Softwares de ATS (Applicant Tracking Systems) filtram silenciosamente currículos de profissionais acima de 50 anos ao detectar anos de graduação antigos ou excesso de experiência.","O idoso ativo torna-se digitalmente invisível na busca de emprego. Oportunidade: plataformas de recrutamento cego com certificação antidiscriminação algorítmica, validando a contratação B2B por habilidade tática (Skill-based hiring) ao invés de cronologia linear.","100_novos_problemas_fase_3.csv","5","25","6","30","6","30","5","20","6","24","5","20","6","24","5","20","7","21","8","24","6","30","6","30","6","24","7","21","9","36","7","21","6","18","6","18","5","10","7","14","6","30","5","25","8","32","6","24","7","28","6","30","5","25","6","24","6","24","5","15","6","18","6","18","6","18","6","30","7","35","6","24","4","12","6","18","5","15","5","15","7","28","6","24","6","24","5","15","7","21","6","12","6","30","6","24","7","28","5","15","238","58.0","222","65.3","139","63.2","172","57.3","149","57.3","124","62.0","97","60.6","1141","1890","60.4"
"35","Conflito Sistêmico #29: A Interseção IA Agêntica x Clima e Transição Energética","Quando os paradigmas de IA Agêntica colidem violentamente com as fricções do mercado de Clima e Transição Energética nas economias em desenvolvimento, o modelo importado falha. Os custos sobem exponencialmente e a regulação analógica não sabe como categorizar a nova ruptura, isolando cidadãos fora do eixo principal da economia.","Sem adaptação nativa para as regras locais, empresas sangram dinheiro na tentativa e erro. A inovação exige a construção de 'Middlewares Sociais' — pontes entre hardware durável, legislações flexíveis governamentais e a criação de Agentes de IA hiper-localizados que atuem como escudos contra a precarização importada. Oportunidade: Criação de ecossistemas descentralizados (GovTechs/Fintechs regionais) que blindam a infraestrutura crítica.","100_novos_problemas_fase_5.csv","7","35","5","25","6","30","5","20","7","28","5","20","6","24","5","20","7","21","7","21","8","40","9","45","6","24","5","15","7","28","6","18","6","18","5","15","4","8","3","6","9","45","8","40","6","24","7","28","8","32","6","30","4","20","4","16","5","20","5","15","5","15","6","18","6","18","5","25","6","30","6","24","3","9","6","18","5","15","5","15","7","28","5","20","5","20","5","15","9","27","6","12","7","35","4","16","8","32","6","18","244","59.5","217","63.8","169","76.8","152","50.7","136","52.3","122","61.0","101","63.1","1141","1890","60.4"
"36","Conflito Sistêmico #36: A Interseção IA Agêntica x Clima e Transição Energética","Quando os paradigmas de IA Agêntica colidem violentamente com as fricções do mercado de Clima e Transição Energética nas economias em desenvolvimento, o modelo importado falha. Os custos sobem exponencialmente e a regulação analógica não sabe como categorizar a nova ruptura, isolando cidadãos fora do eixo principal da economia.","Sem adaptação nativa para as regras locais, empresas sangram dinheiro na tentativa e erro. A inovação exige a construção de 'Middlewares Sociais' — pontes entre hardware durável, legislações flexíveis governamentais e a criação de Agentes de IA hiper-localizados que atuem como escudos contra a precarização importada. Oportunidade: Criação de ecossistemas descentralizados (GovTechs/Fintechs regionais) que blindam a infraestrutura crítica.","100_novos_problemas_fase_5.csv","7","35","5","25","6","30","5","20","7","28","5","20","6","24","5","20","7","21","7","21","8","40","9","45","6","24","5","15","7","28","6","18","6","18","5","15","4","8","3","6","9","45","8","40","6","24","7","28","8","32","6","30","4","20","4","16","5","20","5","15","5","15","6","18","6","18","5","25","6","30","6","24","3","9","6","18","5","15","5","15","7","28","5","20","5","20","5","15","9","27","6","12","7","35","4","16","8","32","6","18","244","59.5","217","63.8","169","76.8","152","50.7","136","52.3","122","61.0","101","63.1","1141","1890","60.4"
